,movie_title,soup
4207,Sleep Dealer,color alexrivera jacobvargas drama romance sci-fi thriller leonorvarela tenochhuerta computer future mexicanimmigrant network wilhelmscream spanish usa pg-13
4208,Super,color jamesgunn rainnwilson comedy crime drama lindacardellini pault.taylor drugdealer superhero tragedy tragichero tragiclove english usa r
4212,Get on the Bus,color spikelee harrylennix drama history berniemac andrebraugher actor bus march millionmanmarch religion english usa r
4213,Thr3e,color robbyhenson maxryan drama horror mystery thriller marcblucas justinewaddell boundwithducttape flashforward number riddle stalking english poland pg-13
4216,This Is England,color shanemeadows josephgilgun crime drama stephengraham jacko'connell england racism racist skinhead violence english uk unrated
4219,Go for It!,color carmenmarron aimeegarcia drama musical jossarajinaro renerosado exclamationpointintitle imperativeintitle punctuationintitle threewordtitle english usa pg-13
4228,Friday the 13th Part III,color steveminer danakimmell horror thriller richardbrooker catherineparks defecation hockeymask jasonvoorhees lake serialkiller english usa r
4229,Friday the 13th: A New Beginning,color dannysteinmann melaniekinnaman horror mystery thriller tiffanyhelm dominickbrascia jasonvoorhees murder newjersey nightmare teenager english usa r
4230,The Last Sin Eater,color michaellandonjr. louisefletcher drama henrythomas a.j.buckley 1850s christianfilm darksecret funeral sineater english usa pg-13
4238,The Best Years of Our Lives,blackandwhite williamwyler teresawright drama romance war myrnaloy danaandrews love pity readjustingtocivilianlife veteran worldwartwoveteran english usa notrated
4240,Elling,color petternæss perchristianellefsen comedy drama jørgenlanghelle svennordin friendship mentalillness poet sexobsession virgin norwegian norway r
4247,From Russia with Love,color terenceyoung danielabianchi action adventure thriller robertshaw loismaxwell assassin britishagent britishsecretservice decoder russian english uk approved
4248,The Toxic Avenger Part II,color michaelherz jessicadublin action comedy horror sci-fi phoebelegere lisagaye barebreasts japan tokyojapan toxicavenger troma english usa r
4251,It Follows,color davidrobertmitchell rubyharris horror mystery maikamonroe jakeweary ambiguousending beingfollowed sexscene supernatural supernaturalbeing english usa r
4254,Mad Max 2: The Road Warrior,blackandwhite georgemiller brucespence action adventure sci-fi thriller vernonwells kjellnilsson australian gasoline postapocalypse refinery warrior english australia r
4255,The Legend of Drunken Master,color chia-liangliu anitamui action comedy andylau ho-sungpak battle fight fighting martialartist snake cantonese hongkong r
4257,Boys Don't Cry,color kimberlypeirce brendansextoniii biography crime drama romance aliciagoranson jeannettaarnette drinking femaledressedasmale love nebraska transgender english usa r
4258,Silent House,color chriskentis juliataylorross drama horror mystery thriller ericshefferstevens adamtrese boundandgagged girl hauntedhouse hearingnoises uninterruptedshot english france r
4259,The Lives of Others,color florianhenckelvondonnersmarck ulrichmühe drama thriller sebastiankoch martinagedeck eastgermany police secretpolice stasi writer german germany r
4260,Courageous,color alexkendrick alexkendrick drama bendavies t.c.stallings faith fatherhood integrity police responsibility english usa pg-13
4263,The Triplets of Belleville,color sylvainchomet charleslinton animation comedy drama michelrobin béatricebonifassi belleville dog mafia tourdefrance verylittledialogue french france pg-13
4264,Smoke Signals,color chriseyre irenebedard comedy drama michaelgreyeyes garyfarmer familyabandonment fire lossoffather nativeamericanprotagonist nativeamericanreservation english canada pg-13
4266,Before Sunset,color richardlinklater albertdelpy drama romance vernondobtcheff mariepillet book bookstore love simultaneity train english usa r
4267,Amores Perros,color alejandrog.iñárritu jorgesalinas drama thriller adrianabarraza goyatoledo animalintitle dogfight mexicocity multipleperspectives nonlineartimeline spanish mexico r
4268,Thirteen,color catherinehardwicke sarahclarke drama hollyhunter kippardue 13yearolds adolescence friend peerpressure teacher english usa r
4270,Winter's Bone,color debragranik shelleywaggener drama jenniferlawrence laurensweetser bail crystalmeth familyrelationships femaleprotagonist searchforfather english usa r
4273,Me and You and Everyone We Know,color mirandajuly bradwilliamhenke comedy drama najarratownsend mirandajuly fellatio sevenwordtitle shoesalesman titledirectedbyfemale writtenbydirector english usa r
4275,We Are Your Friends,color maxjoseph emilyratajkowski drama music romance vanessalengies jonnyweston boxofficeflop criticallybashed maleobjectification narcissism wannabedj english uk r
4277,Harsh Times,color davidayer christianbale action crime drama thriller j.k.simmons noelgugliemi bloodsplatter friend lapd mexican violence english usa r
4278,Captive,color jerryjameson leonorvarela crime drama thriller davidoyelowo sydellenoel autotheft basedontruestory drugaddict kidnapping violence english usa pg-13
4279,Full Frontal,color stevensoderbergh enricocolantoni comedy romance juliaroberts blairunderwood birthday friend hollywood party sex english usa r
4280,Witchboard,color kevintenney tawnykitaen horror mystery thriller kathleenwilhoite rosemarie evilspirit hatchet ouija ouijaboard psychopathickiller english uk r
4282,Hamlet,color kennethbranagh brianblessed drama juliechristie richardbriers classicliterature denmark funeral madness prince english uk pg-13
4283,Shortbus,color johncameronmitchell peterstickles comedy drama romance sook-yinlee raphaelbarker controversy ejaculation malefrontalnudity oralsex unsimulatedsex english usa unrated
4284,Waltz with Bashir,color arifolman ronnydayag animation biography documentary drama history war arifolman zahavasolomon bar dog interview lebanon nightmare hebrew israel r
4285,"The Book of Mormon Movie, Volume 1: The Journey",color garyrogers kirbyheyborne adventure noahdanby brucenewbold jerusalem journey promisedland ship wilderness english usa pg-13
4287,The Diary of a Teenage Girl,color marielleheller davidfine drama romance alexanderskarsgård austinlyon 1970s mother'sboyfriend overalls phonebooth sexualpromiscuity english usa r
4289,In the Shadow of the Moon,blackandwhite davidsington buzzaldrin documentary history johnf.kennedy neilarmstrong 1960s astronaut moon nasa spacecraftaccident english uk pg
4291,Inside Deep Throat,blackandwhite fentonbailey billmaher biography documentary history hughm.hefner lindalovelace clitoris deepthroat fellatio oralsex pornindustry english usa nc-17
4294,The Virginity Hit,color huckbotko krystarodriguez comedy mattbennett zackpearlman masturbation pornstar sexlessonfromaprostitute spreadeagle topless english usa r
4296,House of D,color davidduchovny markmargolis comedy drama robinwilliams franklangella artist butchery catholic catholicschool friend english usa pg-13
4298,Six-String Samurai,color lancemungia stephanegauger action adventure comedy drama music sci-fi jeffreyfalcon kimdeangelo boy guitar orphan rock'n'roll sword english usa pg-13
4301,Saint John of Las Vegas,color huerhodes stevebuscemi comedy drama peterdinklage romanymalco citynameintitle malefrontalnudity placenameintitle english usa r
4303,Stonewall,color rolandemmerich caleblandryjones drama jeremyirvine mattcraven boxofficeflop criticallybashed gayrights newyorkcity stonewallriots english usa r
4311,London,color hunterrichards chrisevans drama romance jasonstatham danecook bar coke drugs party snorting english uk r
4312,Sherrybaby,color lauriecollyer kateburton drama bradwilliamhenke michellehurst exconvict halfwayhouse nipplesvisiblethroughclothing orgasm paroleofficer english usa r
4313,Stealing Harvard,color brucemcculloch meganmullally comedy crime martinstarr chrispenn blackhumor cryingduringsex harvard humor manwithglasses english usa pg-13
4318,Gangster's Paradise: Jerusalema,color ralphziman kennethnkosi action crime drama rapulanaseiphemo roberthobbs carjacking druglord johannesburgsouthafrica police postapartheid english southafrica r
4328,The Lady from Shanghai,blackandwhite orsonwelles everettsloane crime drama film-noir mystery thriller ritahayworth teddecorsia lawpartner murder partner seaman yacht english usa notrated
4333,The Ghastly Love of Johnny X,blackandwhite paulbunnell kevinmccarthy comedy fantasy musical sci-fi katemaberly paulwilliams 1950s independentfilm outlaw trial english usa notrated
4343,River's Edge,blackandwhite timhunter danielroebuck crime drama keanureeves ioneskye death friend highschool murder police english usa r
4344,Northfork,color michaelpolish anthonyedwards drama fantasy petercoyote jongries boy caretaker dam evacuation orphanage english usa pg-13
4346,Buried,color rodrigocortés samanthamathis drama mystery thriller ryanreynolds erikpalladino buriedalive coffin iraq oneperson singlesetproduction english spain r
4349,One to Another,color pascalarnold lizziebrocheré drama karle.landler pierreperrier fellatio femalefrontalnudity malefrontalnudity nudesunbathing orgy french france unrated
4350,Carrie,color kimberlypeirce judygreer drama fantasy horror chloëgracemoretz portiadoubleday outcast prom selfinjury telekinesis tragicevent english usa r
4352,A Nightmare on Elm Street,color wescraven linshaye horror johnnydepp amandawyss freddykrueger luciddream serialkiller slasher sleepdeprivation english usa x
4353,Man on Wire,color jamesmarsh philippepetit biography crime documentary history thriller paulmcgill jean-louisblondeau newyorkcity passion reenactment rooftop tower english uk pg-13
4355,Brotherly Love,color jamalhill adamratcliffe drama loganbrowning faizonlove basketball burglary police robbery teenagegirl english usa r
4356,The Last Exorcism,color danielstamm ashleybell drama horror thriller caleblandryjones patrickfabian cultfilm documentarycrew exorcism foundfootage satanicritual english france pg-13
4360,El crimen del padre Amaro,color carloscarrera anaclaudiatalancón drama romance damiánalcázar pedroarmendárizjr. church love mexico politics priest spanish mexico r
4361,Beasts of the Southern Wild,color benhzeitlin ginamontana drama fantasy quvenzhanéwallis dwighthenry auroch community hospital illness sixyearold english usa pg-13
4363,Songcatcher,color maggiegreenwald davidpatrickkelly drama music aidanquinn janeadams doctor mountain musician song university english usa pg-13
4375,Run Lola Run,blackandwhite tomtykwer ludgerpistor crime drama moritzbleibtreu arminrohde bechdeltestfailed money multipleoutcomes repeatedevent subway german germany r
4376,May,color luckymckee willestes drama horror jamesduval norazehetner case doll dryhumor friend love english usa r
4381,In the Bedroom,color toddfield sissyspacek crime drama tomwilkinson karenallen doctor maine onlyson schoolchoir summer english usa r
